Unnamed: 0,file_name,text_summary,id,date,result,drn,link,company,area,decision
26,DRN-3159374_2022-01-17,"Mr. H complained that Barclays Bank missold him a loan in 2015, claiming it was unaffordable and that he was promised a preferential interest rate. Barclays denied these claims, stating that Mr. H was preapproved for the loan and that his financial information was considered. The investigator found that Barclays did not conduct sufficient affordability checks, but that Mr. H's own calculations showed he could afford the loan. The investigator also determined that Barclays did not make it clear that Mr. H was taking out a new loan with a higher interest rate, but that this did not affect the outcome of the complaint. Despite Mr. H's objections, the investigator upheld Barclays' decision not to uphold his complaint.",DRN-3159374,2022-01-17,"Mr. H complained that Barclays Bank missold him a loan in 2015, claiming it was unaffordable and that he was promised a preferential interest rate. Barclays denied these claims, stating that Mr. H was preapproved for the loan and that his financial information was considered. The investigator found that Barclays did not conduct sufficient affordability checks, but that Mr. H's own calculations showed he could afford the loan. The investigator also determined that Barclays did not make it clear that Mr. H was taking out a new loan with a higher interest rate, but that this did not affect the outcome of the complaint. Despite Mr. H's objections, the investigator upheld Barclays' decision not to uphold his complaint.",DRN-3159374,https://www.financial-ombudsman.org.uk/decision/DRN-3159374.pdf,Barclays Bank UK PLC,Consumer Credit,Not upheld
27,DRN-2538100_2021-03-04,"Mr. B attempted to make a pension contribution on April 3, 2020, but it failed due to an unknown issue. Vanguard did not notify him of the failed payment, and it remained pending until it was manually canceled on April 6th, missing the tax year deadline. Vanguard claims it is not at fault as the payment was never completed and it is not responsible for advising clients on contribution deadlines. The investigator agrees, noting that Vanguard's phone lines were open over the weekend and Mr. B could have called to check the payment status. The complaint is not upheld, and Vanguard is not required to backdate the payment.",DRN-2538100,2021-03-04,"Mr. B attempted to make a pension contribution on April 3, 2020, but it failed due to an unknown issue. Vanguard did not notify him of the failed payment, and it remained pending until it was manually canceled on April 6th, missing the tax year deadline. Vanguard claims it is not at fault as the payment was never completed and it is not responsible for advising clients on contribution deadlines. The investigator agrees, noting that Vanguard's phone lines were open over the weekend and Mr. B could have called to check the payment status. The complaint is not upheld, and Vanguard is not required to backdate the payment.",DRN-2538100,https://www.financial-ombudsman.org.uk/decision/DRN-2538100.pdf,"Vanguard Asset Management, Ltd",Pensions and Annuities,Not upheld
28,DRN-1086181_2020-03-06,"Miss S complained that Lending Stream provided her with unaffordable loans. The adjudicator initially dismissed her complaint, but she disagreed, arguing that Lending Stream should have recognized her financial struggles. After reviewing the evidence, the ombudsman determined that Lending Stream conducted reasonable checks and did not act irresponsibly in providing the loans. The ombudsman considered Miss S's income, expenses, and credit history, and concluded that the loans were affordable at the time they were issued. Despite Miss S's subsequent difficulties in repaying the loans, the ombudsman found no evidence that Lending Stream should have foreseen these issues. Therefore, the ombudsman upheld the adjudicator's decision and dismissed Miss S's complaint.",DRN-1086181,2020-03-06,"Miss S complained that Lending Stream provided her with unaffordable loans. The adjudicator initially dismissed her complaint, but she disagreed, arguing that Lending Stream should have recognized her financial struggles. After reviewing the evidence, the ombudsman determined that Lending Stream conducted reasonable checks and did not act irresponsibly in providing the loans. The ombudsman considered Miss S's income, expenses, and credit history, and concluded that the loans were affordable at the time they were issued. Despite Miss S's subsequent difficulties in repaying the loans, the ombudsman found no evidence that Lending Stream should have foreseen these issues. Therefore, the ombudsman upheld the adjudicator's decision and dismissed Miss S's complaint.",DRN-1086181,https://www.financial-ombudsman.org.uk/decision/DRN-1086181.pdf,Gain Credit LLC,Consumer Credit,Not upheld
29,DRN-1382683_2020-02-13,"Mr. S complained that Lloyds Bank missold him a PPI policy in 1998. The adjudicator initially dismissed the complaint, but Mr. S appealed. The Ombudsman reviewed the evidence and determined that it was likely that Mr. S was informed that the PPI was optional and agreed to purchase it. While Lloyds may not have provided clear information about the policy, it was unlikely that Mr. S would have made a different decision with better information. However, Lloyds did receive excessive commission and profit share, which it has since refunded to Mr. S. Therefore, the Ombudsman upheld the complaint in part, requiring Lloyds to refund the excessive commission and profit share but not the entire cost of the PPI.",DRN-1382683,2020-02-13,"Mr. S complained that Lloyds Bank missold him a PPI policy in 1998. The adjudicator initially dismissed the complaint, but Mr. S appealed. The Ombudsman reviewed the evidence and determined that it was likely that Mr. S was informed that the PPI was optional and agreed to purchase it. While Lloyds may not have provided clear information about the policy, it was unlikely that Mr. S would have made a different decision with better information. However, Lloyds did receive excessive commission and profit share, which it has since refunded to Mr. S. Therefore, the Ombudsman upheld the complaint in part, requiring Lloyds to refund the excessive commission and profit share but not the entire cost of the PPI.",DRN-1382683,https://www.financial-ombudsman.org.uk/decision/DRN-1382683.pdf,Lloyds Bank PLC,Insurance,Not upheld
30,DRN-2236785_2020-11-06,"Miss R complained about delays in processing her voluntary termination of a hire purchase agreement with PSA Finance UK Limited, resulting in additional costs and inconvenience. PSA acknowledged some delays but argued that Miss R's absence overseas contributed to the issue. The investigator upheld the complaint in part, finding that PSA's delay in sending the termination documents caused Miss R undue stress. PSA offered £100 compensation, which the investigator deemed fair considering the reductions already made for waived fees. The final decision was to uphold the complaint in part and direct PSA to pay Miss R an additional £100 compensation.",DRN-2236785,2020-11-06,"Miss R complained about delays in processing her voluntary termination of a hire purchase agreement with PSA Finance UK Limited, resulting in additional costs and inconvenience. PSA acknowledged some delays but argued that Miss R's absence overseas contributed to the issue. The investigator upheld the complaint in part, finding that PSA's delay in sending the termination documents caused Miss R undue stress. PSA offered £100 compensation, which the investigator deemed fair considering the reductions already made for waived fees. The final decision was to uphold the complaint in part and direct PSA to pay Miss R an additional £100 compensation.",DRN-2236785,https://www.financial-ombudsman.org.uk/decision/DRN-2236785.pdf,PSA Finance UK Limited,Consumer Credit,Upheld
31,DRN-1958469_2020-11-23,"Mr. R's loan was mistakenly placed with a debt collection agency by Coop, leading to his mortgage application being declined. Coop acknowledged the error and returned the loan, but Mr. R claims the compensation offered is insufficient. The investigator and ombudsman found that Coop had corrected their mistakes and adequately compensated Mr. R, considering that his credit rating was unaffected and the mortgage was approved shortly after. The ombudsman concluded that the compensation paid was fair and reasonable, and the complaint was not upheld.",DRN-1958469,2020-11-23,"Mr. R's loan was mistakenly placed with a debt collection agency by Coop, leading to his mortgage application being declined. Coop acknowledged the error and returned the loan, but Mr. R claims the compensation offered is insufficient. The investigator and ombudsman found that Coop had corrected their mistakes and adequately compensated Mr. R, considering that his credit rating was unaffected and the mortgage was approved shortly after. The ombudsman concluded that the compensation paid was fair and reasonable, and the complaint was not upheld.",DRN-1958469,https://www.financial-ombudsman.org.uk/decision/DRN-1958469.pdf,The Co-operative Bank Plc,Consumer Credit,Not upheld
32,DRN-2867727_2021-06-14,"Mr. B complained to the Financial Ombudsman Service about Accredited Insurance (Europe) Limited (AIE) for failing to promptly notify him of a claim against him and for refusing to fully indemnify him. AIE initially refused to indemnify Mr. B due to his failure to report the accident, but later agreed to do so on the condition that he sign an indemnity. Mr. B declined and complained about the delay and distress caused by AIE's handling of the claim. The Ombudsman found that AIE was aware of the claim well before court proceedings were issued and that the delay had a significant impact on Mr. B. The Ombudsman awarded Mr. B £500 compensation for distress and inconvenience, but declined to award compensation for lost time off or to his friend who assisted him.",DRN-2867727,2021-06-14,"Mr. B complained to the Financial Ombudsman Service about Accredited Insurance (Europe) Limited (AIE) for failing to promptly notify him of a claim against him and for refusing to fully indemnify him. AIE initially refused to indemnify Mr. B due to his failure to report the accident, but later agreed to do so on the condition that he sign an indemnity. Mr. B declined and complained about the delay and distress caused by AIE's handling of the claim. The Ombudsman found that AIE was aware of the claim well before court proceedings were issued and that the delay had a significant impact on Mr. B. The Ombudsman awarded Mr. B £500 compensation for distress and inconvenience, but declined to award compensation for lost time off or to his friend who assisted him.",DRN-2867727,https://www.financial-ombudsman.org.uk/decision/DRN-2867727.pdf,Accredited Insurance (Europe) Ltd,Insurance,Upheld
33,DRN-1920735_2020-06-24,"Mr. M complained that Help Your Claim (HYC) charged him for a successful PPI claim despite not receiving compensation due to an offset against his IVA debt. HYC's original terms only specified a fee on compensation received, which Mr. M did not receive. HYC updated their terms to include compensation used to offset debt, but this did not apply to Mr. M's agreement. HYC claimed to have verbally informed Mr. M of the fee, but no evidence was provided. The Ombudsman ruled that HYC's terms were unclear and that they were not entitled to charge a fee in this case. HYC was ordered to waive the fee and any nonpayment charges.",DRN-1920735,2020-06-24,"Mr. M complained that Help Your Claim (HYC) charged him for a successful PPI claim despite not receiving compensation due to an offset against his IVA debt. HYC's original terms only specified a fee on compensation received, which Mr. M did not receive. HYC updated their terms to include compensation used to offset debt, but this did not apply to Mr. M's agreement. HYC claimed to have verbally informed Mr. M of the fee, but no evidence was provided. The Ombudsman ruled that HYC's terms were unclear and that they were not entitled to charge a fee in this case. HYC was ordered to waive the fee and any nonpayment charges.",DRN-1920735,https://www.financial-ombudsman.org.uk/decision/DRN-1920735.pdf,Help Your Claim Limited,Claims Management,Upheld
34,DRN-2845345_2021-06-09,"Mr. B's Barclaycard account was closed due to his Spanish address, despite providing a UK address. The investigator found that Barclaycard had sent closure notices to Mr. B's Spanish address, which was reasonable as it was his registered address. The investigator concluded that Barclaycard had provided sufficient notice and was entitled to close the account. Mr. B disagrees, arguing that he met the necessary criteria and that Barclaycard's actions were not commercially advantageous. However, the investigator upheld Barclaycard's decision, stating that the notice was sent and that Barclaycard was not obligated to reopen the account.",DRN-2845345,2021-06-09,"Mr. B's Barclaycard account was closed due to his Spanish address, despite providing a UK address. The investigator found that Barclaycard had sent closure notices to Mr. B's Spanish address, which was reasonable as it was his registered address. The investigator concluded that Barclaycard had provided sufficient notice and was entitled to close the account. Mr. B disagrees, arguing that he met the necessary criteria and that Barclaycard's actions were not commercially advantageous. However, the investigator upheld Barclaycard's decision, stating that the notice was sent and that Barclaycard was not obligated to reopen the account.",DRN-2845345,https://www.financial-ombudsman.org.uk/decision/DRN-2845345.pdf,Barclays Bank UK PLC,Banking and Payments,Not upheld
35,DRN-3605026_2022-10-14," Mr. P lost money in a cryptocurrency investment scam after being tricked by a person he met on a dating app. Lloyds Bank declined to refund the lost funds, citing that the payments were authorized by Mr. P and did not meet the criteria for reimbursement under the Contingent Reimbursement Model Code. The Ombudsman reviewed the case and determined that Lloyds did not have a duty of care to prevent the scam as the payments were not unusual or suspicious. The Ombudsman also found that the CRM Code did not apply as the funds were transferred to Mr. P's own account at a cryptocurrency exchange. The Ombudsman's final decision was to uphold Lloyds' decision and not require a refund.",DRN-3605026,2022-10-14," Mr. P lost money in a cryptocurrency investment scam after being tricked by a person he met on a dating app. Lloyds Bank declined to refund the lost funds, citing that the payments were authorized by Mr. P and did not meet the criteria for reimbursement under the Contingent Reimbursement Model Code. The Ombudsman reviewed the case and determined that Lloyds did not have a duty of care to prevent the scam as the payments were not unusual or suspicious. The Ombudsman also found that the CRM Code did not apply as the funds were transferred to Mr. P's own account at a cryptocurrency exchange. The Ombudsman's final decision was to uphold Lloyds' decision and not require a refund.",DRN-3605026,https://www.financial-ombudsman.org.uk/decision/DRN-3605026.pdf,Lloyds Bank PLC,Banking and Payments,Not upheld
36,DRN-2018794_2020-11-19,"Mr. J's Barclaycard account was closed due to his overseas residency, as per the account terms. Barclaycard provided evidence of notice sent to Mr. J's overseas address, but he claims not to have received it. Despite this, the Ombudsman found that Barclaycard followed proper procedures and sent the notice to the correct addresses on file. The Ombudsman also determined that Barclaycard's £25 compensation for an incorrect statement about the account closure was appropriate. While Mr. J experienced financial difficulties due to the closure, the Ombudsman concluded that Barclaycard was not obligated to maintain the credit facility.",DRN-2018794,2020-11-19,"Mr. J's Barclaycard account was closed due to his overseas residency, as per the account terms. Barclaycard provided evidence of notice sent to Mr. J's overseas address, but he claims not to have received it. Despite this, the Ombudsman found that Barclaycard followed proper procedures and sent the notice to the correct addresses on file. The Ombudsman also determined that Barclaycard's £25 compensation for an incorrect statement about the account closure was appropriate. While Mr. J experienced financial difficulties due to the closure, the Ombudsman concluded that Barclaycard was not obligated to maintain the credit facility.",DRN-2018794,https://www.financial-ombudsman.org.uk/decision/DRN-2018794.pdf,Barclays Bank UK PLC,Banking and Payments,Not upheld
37,DRN-2123577_2020-08-27,"Miss D lost £3,696.74 in a scam after being tricked into sending a Faster Payments transfer. Lloyds Bank declined to refund her under the Contingent Reimbursement Model Code, claiming she failed to meet her requisite level of care. An investigator found that Lloyds had not established that Miss D had ignored an effective warning or been grossly negligent. The Ombudsman upheld Miss D's complaint, directing Lloyds to fully refund her, pay interest, and provide £250 compensation for distress and inconvenience. Lloyds failed to respond to the investigator's initial assessment, which was taken into account in the Ombudsman's decision.",DRN-2123577,2020-08-27,"Miss D lost £3,696.74 in a scam after being tricked into sending a Faster Payments transfer. Lloyds Bank declined to refund her under the Contingent Reimbursement Model Code, claiming she failed to meet her requisite level of care. An investigator found that Lloyds had not established that Miss D had ignored an effective warning or been grossly negligent. The Ombudsman upheld Miss D's complaint, directing Lloyds to fully refund her, pay interest, and provide £250 compensation for distress and inconvenience. Lloyds failed to respond to the investigator's initial assessment, which was taken into account in the Ombudsman's decision.",DRN-2123577,https://www.financial-ombudsman.org.uk/decision/DRN-2123577.pdf,Lloyds Bank PLC,Banking and Payments,Upheld
38,DRN-2864689_2021-07-20,"Mr. R complained that Lex Autolease charged him an extra month's rental when he terminated his finance agreement early. The Ombudsman reviewed the evidence and determined that Lex was justified in charging the extra rental because it was due when the early termination fees were received. The Ombudsman also found that Mr. R was not forced to pay the additional rental because the new rental period had already started when Lex received the early termination forms. Therefore, the complaint was not upheld.",DRN-2864689,2021-07-20,"Mr. R complained that Lex Autolease charged him an extra month's rental when he terminated his finance agreement early. The Ombudsman reviewed the evidence and determined that Lex was justified in charging the extra rental because it was due when the early termination fees were received. The Ombudsman also found that Mr. R was not forced to pay the additional rental because the new rental period had already started when Lex received the early termination forms. Therefore, the complaint was not upheld.",DRN-2864689,https://www.financial-ombudsman.org.uk/decision/DRN-2864689.pdf,Lex Autolease Ltd,Consumer Credit,Not upheld
39,DRN-1930226_2020-07-21,"Ms. C complained that Santander missold her a PPI policy in 2002, which was unsuitable for her selfemployment status. The adjudicator upheld her complaint, finding that Santander failed to adequately explain the policy's limitations. Santander disagreed, but the Ombudsman upheld the complaint, concluding that the policy was not fully suitable for Ms. C and that Santander did not clearly explain its terms. The Ombudsman directed Santander to refund Ms. C's monthly payments with interest, minus any successful claims she made under the policy. Ms. C has until August 18, 2020 to accept or reject the decision.",DRN-1930226,2020-07-21,"Ms. C complained that Santander missold her a PPI policy in 2002, which was unsuitable for her selfemployment status. The adjudicator upheld her complaint, finding that Santander failed to adequately explain the policy's limitations. Santander disagreed, but the Ombudsman upheld the complaint, concluding that the policy was not fully suitable for Ms. C and that Santander did not clearly explain its terms. The Ombudsman directed Santander to refund Ms. C's monthly payments with interest, minus any successful claims she made under the policy. Ms. C has until August 18, 2020 to accept or reject the decision.",DRN-1930226,https://www.financial-ombudsman.org.uk/decision/DRN-1930226.pdf,Santander UK Plc,Insurance,Upheld
40,DRN-3364820_2022-03-31," Mr. S disputes unauthorized transactions on his Barclays account, including ATM withdrawals and a payment to a car hire company (G). Barclays initially held Mr. S liable for all transactions, but an investigation by the Financial Ombudsman Service (FOS) found that the ATM withdrawals were likely authorized by Mr. S. The FOS upheld Mr. S's complaint regarding the payment to G, as evidence suggested the invoice had already been settled and G's authorization was no longer valid. Barclays failed to pursue a chargeback despite Mr. S's request, and the FOS found that Mr. S was unfairly denied the opportunity to challenge the payment. The FOS ordered Barclays to refund the payment to G, remove related charges, update credit reporting, and pay Mr. S £100 for stress and worry.",DRN-3364820,2022-03-31," Mr. S disputes unauthorized transactions on his Barclays account, including ATM withdrawals and a payment to a car hire company (G). Barclays initially held Mr. S liable for all transactions, but an investigation by the Financial Ombudsman Service (FOS) found that the ATM withdrawals were likely authorized by Mr. S. The FOS upheld Mr. S's complaint regarding the payment to G, as evidence suggested the invoice had already been settled and G's authorization was no longer valid. Barclays failed to pursue a chargeback despite Mr. S's request, and the FOS found that Mr. S was unfairly denied the opportunity to challenge the payment. The FOS ordered Barclays to refund the payment to G, remove related charges, update credit reporting, and pay Mr. S £100 for stress and worry.",DRN-3364820,https://www.financial-ombudsman.org.uk/decision/DRN-3364820.pdf,Barclays Bank UK PLC,Banking and Payments,Upheld
41,DRN-1461250_2020-03-05,"Mr. C filed a complaint against Assurant General Insurance Limited for denying his second claim after initially accepting his first claim. Assurant claimed they canceled his insurance after doubting the validity of his first claim, but Mr. C argued he was unaware of the cancellation. The Ombudsman found that Assurant's cancellation notice was insufficient and caused confusion, leading to Mr. C's second claim being denied. Despite not suffering financial loss, the Ombudsman awarded Mr. C £100 for the inconvenience caused by Assurant's actions.",DRN-1461250,2020-03-05,"Mr. C filed a complaint against Assurant General Insurance Limited for denying his second claim after initially accepting his first claim. Assurant claimed they canceled his insurance after doubting the validity of his first claim, but Mr. C argued he was unaware of the cancellation. The Ombudsman found that Assurant's cancellation notice was insufficient and caused confusion, leading to Mr. C's second claim being denied. Despite not suffering financial loss, the Ombudsman awarded Mr. C £100 for the inconvenience caused by Assurant's actions.",DRN-1461250,https://www.financial-ombudsman.org.uk/decision/DRN-1461250.pdf,Assurant General Insurance Limited,Insurance,Upheld
42,DRN-1397933_2020-01-29,"Mr. and Mrs. G filed a complaint against Triton Insurance Brokers Ltd. for mishandling their insurance renewal, resulting in errors and an additional premium charge. Despite requesting a policy lapse and refund, Triton failed to respond. The Financial Ombudsman upheld the complaint, ordering Triton to refund the deposit, pay interest, and provide compensation for the inconvenience caused. Triton's failure to provide information led to the decision being based solely on Mr. and Mrs. G's account. The Ombudsman found that Triton should have refunded the deposit and that the compensation was reasonable for the distress caused.",DRN-1397933,2020-01-29,"Mr. and Mrs. G filed a complaint against Triton Insurance Brokers Ltd. for mishandling their insurance renewal, resulting in errors and an additional premium charge. Despite requesting a policy lapse and refund, Triton failed to respond. The Financial Ombudsman upheld the complaint, ordering Triton to refund the deposit, pay interest, and provide compensation for the inconvenience caused. Triton's failure to provide information led to the decision being based solely on Mr. and Mrs. G's account. The Ombudsman found that Triton should have refunded the deposit and that the compensation was reasonable for the distress caused.",DRN-1397933,https://www.financial-ombudsman.org.uk/decision/DRN-1397933.pdf,Triton Insurance Brokers Ltd,Insurance,Upheld
43,DRN-1118198_2020-04-23,"Mr. C filed a complaint against Inter Partner Assistance SA (IPA) for mishandling his travel insurance claim after a heart attack. IPA initially denied coverage due to a preexisting condition but later apologized and agreed to pay medical costs. However, Mr. C remained dissatisfied with the handling of his claim and the compensation offered. An investigation found that IPA had assessed the claim against incorrect policy terms and caused Mr. C unnecessary stress and inconvenience. The Ombudsman increased the compensation to £800, considering the impact of IPA's mistake on Mr. C's wellbeing and the inconvenience he faced. IPA was instructed to pay the compensation to resolve the complaint.",DRN-1118198,2020-04-23,"Mr. C filed a complaint against Inter Partner Assistance SA (IPA) for mishandling his travel insurance claim after a heart attack. IPA initially denied coverage due to a preexisting condition but later apologized and agreed to pay medical costs. However, Mr. C remained dissatisfied with the handling of his claim and the compensation offered. An investigation found that IPA had assessed the claim against incorrect policy terms and caused Mr. C unnecessary stress and inconvenience. The Ombudsman increased the compensation to £800, considering the impact of IPA's mistake on Mr. C's wellbeing and the inconvenience he faced. IPA was instructed to pay the compensation to resolve the complaint.",DRN-1118198,https://www.financial-ombudsman.org.uk/decision/DRN-1118198.pdf,Inter Partner Assistance SA,Insurance,Upheld
44,DRN-2777680_2021-05-11,"Miss H's NS&I account was suspended due to incorrect security questions, delaying a withdrawal for rent payment. NS&I acknowledged their error and processed the withdrawal the same day. Miss H complained about the distress caused, but the Ombudsman found that NS&I's £50 compensation was fair as the withdrawal was completed on time and no financial detriment occurred. The Ombudsman upheld NS&I's decision and concluded that no further action was necessary.",DRN-2777680,2021-05-11,"Miss H's NS&I account was suspended due to incorrect security questions, delaying a withdrawal for rent payment. NS&I acknowledged their error and processed the withdrawal the same day. Miss H complained about the distress caused, but the Ombudsman found that NS&I's £50 compensation was fair as the withdrawal was completed on time and no financial detriment occurred. The Ombudsman upheld NS&I's decision and concluded that no further action was necessary.",DRN-2777680,https://www.financial-ombudsman.org.uk/decision/DRN-2777680.pdf,National Savings and Investments,Banking and Payments,Not upheld
45,DRN-2857006_2022-03-24,"Mr. and Mrs. F's complaint against GE Money for rejecting their claims under the Consumer Credit Act was investigated. The complaint was not upheld due to the claims being timebarred under the Limitation Act. The court determined that the cause of action accrued in May 2002 when the purchase agreement was entered into, and the claim was not made until January 2019, more than six years later. The court also found that there was insufficient evidence to support claims of fraud, unfair relationship, or deliberate concealment of information. GE Money's responses to the claims were deemed fair and reasonable.",DRN-2857006,2022-03-24,"Mr. and Mrs. F's complaint against GE Money for rejecting their claims under the Consumer Credit Act was investigated. The complaint was not upheld due to the claims being timebarred under the Limitation Act. The court determined that the cause of action accrued in May 2002 when the purchase agreement was entered into, and the claim was not made until January 2019, more than six years later. The court also found that there was insufficient evidence to support claims of fraud, unfair relationship, or deliberate concealment of information. GE Money's responses to the claims were deemed fair and reasonable.",DRN-2857006,https://www.financial-ombudsman.org.uk/decision/DRN-2857006.pdf,GE Money Consumer Lending Limited,Consumer Credit,Not upheld
46,DRN-2866994_2022-01-25,"Miss N complained to the Financial Ombudsman Service after being misinformed by RBS that she was due two payments for missold PPI when she was only due one. RBS acknowledged the error and apologized, but the adjudicator did not uphold the complaint as Miss N was not entitled to a second payment. The Ombudsman considered RBS's handling of the issue and offered Miss N £25 for the inconvenience caused. The Ombudsman's final decision is that the £25 offer is a fair resolution, and Miss N has until February 22, 2022 to accept or reject it.",DRN-2866994,2022-01-25,"Miss N complained to the Financial Ombudsman Service after being misinformed by RBS that she was due two payments for missold PPI when she was only due one. RBS acknowledged the error and apologized, but the adjudicator did not uphold the complaint as Miss N was not entitled to a second payment. The Ombudsman considered RBS's handling of the issue and offered Miss N £25 for the inconvenience caused. The Ombudsman's final decision is that the £25 offer is a fair resolution, and Miss N has until February 22, 2022 to accept or reject it.",DRN-2866994,https://www.financial-ombudsman.org.uk/decision/DRN-2866994.pdf,The Royal Bank of Scotland Plc,Insurance,Not upheld
47,DRN-3191112_2022-01-13,"Mr. M's claim under his extended motor warranty was denied by Volkswagen Versicherung Aktiengesellschaft due to exceeding the annual mileage limit. The investigator and ombudsman agreed that Volkswagen acted fairly as the warranty clearly stated the limit and Mr. M had exceeded it by over 8,000 miles. Despite Mr. M's charitable work during the pandemic, he could have extended his mileage limit or purchased an unlimited mileage warranty. Volkswagen's call center remained open during the pandemic, so Mr. M could have made changes to his policy if desired. The ombudsman did not uphold Mr. M's complaint, but noted his concerns about Volkswagen continuing to take payments after the warranty cancellation, which should be addressed directly with Volkswagen.",DRN-3191112,2022-01-13,"Mr. M's claim under his extended motor warranty was denied by Volkswagen Versicherung Aktiengesellschaft due to exceeding the annual mileage limit. The investigator and ombudsman agreed that Volkswagen acted fairly as the warranty clearly stated the limit and Mr. M had exceeded it by over 8,000 miles. Despite Mr. M's charitable work during the pandemic, he could have extended his mileage limit or purchased an unlimited mileage warranty. Volkswagen's call center remained open during the pandemic, so Mr. M could have made changes to his policy if desired. The ombudsman did not uphold Mr. M's complaint, but noted his concerns about Volkswagen continuing to take payments after the warranty cancellation, which should be addressed directly with Volkswagen.",DRN-3191112,https://www.financial-ombudsman.org.uk/decision/DRN-3191112.pdf,Volkswagen Versicherung Aktiengesellschaft,Insurance,Not upheld
48,DRN-2051156_2020-09-11,"Mr. W complained that Sporting Index Limited (SIL) unfairly withheld his winnings from a new account promotion. The promotion offered £100 to bet with, with the stipulation that any losses over £100 would be the customer's liability and any net profits would be theirs to keep. Mr. W made £70.83 in profit and £36.75 in losses, resulting in a net profit of £34.08. SIL removed £100 from his account, leaving him with £34.08. Mr. W argued that he should have been allowed to keep his total profit of £70.83, while SIL maintained that the terms of the promotion were clear and that Mr. W had retained his net profit. The ombudsman agreed with SIL, finding that the promotion was not misleading and that Mr. W's winnings had not been unfairly withheld.",DRN-2051156,2020-09-11,"Mr. W complained that Sporting Index Limited (SIL) unfairly withheld his winnings from a new account promotion. The promotion offered £100 to bet with, with the stipulation that any losses over £100 would be the customer's liability and any net profits would be theirs to keep. Mr. W made £70.83 in profit and £36.75 in losses, resulting in a net profit of £34.08. SIL removed £100 from his account, leaving him with £34.08. Mr. W argued that he should have been allowed to keep his total profit of £70.83, while SIL maintained that the terms of the promotion were clear and that Mr. W had retained his net profit. The ombudsman agreed with SIL, finding that the promotion was not misleading and that Mr. W's winnings had not been unfairly withheld.",DRN-2051156,https://www.financial-ombudsman.org.uk/decision/DRN-2051156.pdf,Sporting Index Limited,Investments,Not upheld
49,DRN-2823174_2021-05-21," Mr. S complained that a payment arrangement with Halifax to miss two mortgage payments negatively impacted his credit file, affecting his property investment business. Halifax initially denied providing a clear warning about the impact on his credit file, but later found a call recording that showed a warning was given. The ombudsman initially proposed upholding the complaint, but after reviewing the call recording and additional evidence, concluded that Halifax had provided sufficient warning. The ombudsman acknowledged that Halifax made mistakes in handling the complaint, but determined that these mistakes did not affect Mr. S's decision to enter into the payment arrangement. The final decision was that the complaint was not upheld, and Halifax was not required to pay compensation for the loss of Mr. S's business.",DRN-2823174,2021-05-21," Mr. S complained that a payment arrangement with Halifax to miss two mortgage payments negatively impacted his credit file, affecting his property investment business. Halifax initially denied providing a clear warning about the impact on his credit file, but later found a call recording that showed a warning was given. The ombudsman initially proposed upholding the complaint, but after reviewing the call recording and additional evidence, concluded that Halifax had provided sufficient warning. The ombudsman acknowledged that Halifax made mistakes in handling the complaint, but determined that these mistakes did not affect Mr. S's decision to enter into the payment arrangement. The final decision was that the complaint was not upheld, and Halifax was not required to pay compensation for the loss of Mr. S's business.",DRN-2823174,https://www.financial-ombudsman.org.uk/decision/DRN-2823174.pdf,Bank of Scotland Plc,Mortgages,Not upheld
